Address,Name,Email
Furnival Chambers 32 Furnival Street London EC4A 1JQ,Iceni Projects,anoden@iceniprojects.com
100 And 108 Fetter Lane London EC4A 1ES,DP9 Ltd,jack.playford@dp9.co.uk
37 Fleet Street London EC4Y 1BT,Adam Architecture,gemma.mankelow@adamarchitecture.com
37 Fleet Street London EC4Y 1BT,Adam Architecture,gemma.mankelow@adamarchitecture.com
Poultry Market East Poultry Avenue London EC1A 9LH,Fraser Brown Mackenna Architects,pb@fbmarchitects.com
Exchequer Court 33 St Mary Axe London EC3A 8AA,Luken Beck MDP Ltd.,clarewhitehead@lukenbeck.com
147 Leadenhall Street London EC3V 4QT,Gerald Eve LLP,fplowden@geraldeve.com
Middlesex Street Estate Gravel Lane London E1 7AF,Rapleys LLP,shane.scollard@rapleys.com
15,Gerald Eve LLP,teyres@geraldeve.com
Middlesex Street Estate Gravel Lane London E1 7AF,Rapleys,Shane.scollard@rapleys.com
Middlesex Street Estate Gravel Lane London E1 7AF,Rapleys,Shane.scollard@rapleys.com
Middlesex Street Estate Gravel Lane London E1 7AF,Rapleys,Shane.scollard@rapleys.com
Middlesex Street Estate Gravel Lane London E1 7AF,Rapleys,Shane.scollard@rapleys.com
99 Queen Victoria Street London EC4V 4EH,Mace,lynne.burden@macegroup.com
City of London School 107 Queen Victoria Street London EC4V 3AL,Faithorn Farrell Timms LLP,michaelluttnerstickner@effefftee.co.uk
10 Trinity Square London EC3N 4AJ,Knights Plc,michael.askew@knightsplc.com
Friary Court 65 Crutched Friars London EC3N 2AE,DP9,emily.keenan@dp9.co.uk
Walsingham House 35 Seething Lane London EC3N 4AH,Daniel Watney LLP,cng@danielwatney.co.uk
40 Queen Street London EC4R 1DD,Underscore Architecture Ltd,mail@underscorearchitecture.com
40 Queen Street London EC4R 1DD,Underscore Architecture Ltd,mail@underscorearchitecture.com
40 Queen Street London EC4R 1DD,Underscore Architecture Ltd,mail@underscorearchitecture.com
108 Bryer Court Barbican London EC2Y 8DE,Linedota Architects,fcheng@linedotaarchitects.co.uk
103 Defoe House Barbican London EC2Y 8ND,Thomson Brothers London Ltd,admin@thomsonbrothers.co.uk
5 Thomas More House Barbican London EC2Y 8BT,Thomson Brothers London Ltd,admin@thomsonbrothers.co.uk
The Baltic Exchange 38 St Mary Axe London EC3A 8EX,SM Planning,info@smplanning.com
The Baltic Exchange 38 St Mary Axe London EC3A 8EX,SM Planning,info@smplanning.com
The Baltic Exchange 38 St Mary Axe London EC3A 8EX,SM Planning,info@smplanning.com
The Baltic Exchange 38 St Mary Axe London EC3A 8EX,SM Planning,info@smplanning.com
6 Lloyd,Weston Allison Wright,Jon.hatchard@w-a-w.co.uk
30 St Mary Axe London EC3A 8BF,DP9 Ltd,liam.lawsonjones@dp9.co.uk
30 St Mary Axe London EC3A 8BF,DP9 Ltd,liam.lawsonjones@dp9.co.uk
30 St Mary Axe London EC3A 8BF,DP9 Ltd,liam.lawsonjones@dp9.co.uk
115,DP9 Ltd,susie.clemens@dp9.co.uk
NMB House 17 Bevis Marks London EC3A 7LN,Waldon Telecom Ltd,fiona.kadama@waldontelecom.com
Wood Street Police Station 37 Wood Street London EC2P 2NQ,DP9 Ltd,desiree.coker@dp9.co.uk
City Place House 55 Basinghall Street London EC2V 5DX,DP9,mike.moon@dp9.co.uk
City Place House 55 Basinghall Street London EC2V 5DX,DP9,mike.moon@dp9.co.uk
City Place House 55 Basinghall Street London EC2V 5DX,DP9,mike.moon@dp9.co.uk
City Place House 55 Basinghall Street London EC2V 5DX,DP9,mike.moon@dp9.co.uk
City Place House 55 Basinghall Street London EC2V 5DX,DP9,mike.moon@dp9.co.uk
Woolgate Exchange 25 Basinghall Street London EC2V 5HA,Gerald Eve LLP,nicolamiller@geraldeve.com
St Marys Court 20 St Mary At Hill London EC3R 8EE,Walsingham Planning,vicky.harper@walsingplan.co.uk
32 St Mary At Hill,Montagu Evans,james.leuenberger@montagu-evans.co.uk
9 Idol Lane London EC3R 5DD,Montagu Evans,james.leuenberger@montagu-evans.co.uk
2,DP9 Ltd,charlotte.allen@dp9.co.uk
118 Middlesex Street London E1 7HY,Rolfe Judd Planning,markr@rolfe-judd.co.uk
9A Devonshire Square London EC2M 4YN,Left City,sd@leftcity.org
100 Liverpool Street London EC2M 2AT,DP9 Ltd,esme.omeara@dp9.co.uk
155 Bishopsgate London EC2M 3TQ,DP9 Limited,zoe.smythe@dp9.co.uk
Retail Unit 11 Lower Concourse Liverpool Street Station Liverpool Street London EC2M 7PY,Evolve Architecture,richardm@evolve-architecture.com
6,TW-2 Architects,oli.knightley@tw-2.co.uk
6,TW-2 Architects,oli.knightley@tw-2.co.uk
Exchange Square London EC2A 2BR,DP9,charlotte.allen@dp9.co.uk
25 Cannon Street London EC4M 5SB,Gerald Eve LLP,sthomson@geraldeve.com
St Paul,Kilburn Nightingale Architects,ELS@KilburnNightingale.com
Winchester House 75 London Wall London EC2M 5NG,DP9 Limited,james.byrne@dp9.co.uk
"Site Bounded By King William Street, Cannon Street, Abchurch Lane",Avison Young,ben.hood@avisonyoung.com
"Site Bounded By King William Street, Cannon Street, Abchurch Lane",Avison Young,ben.hood@avisonyoung.com
"Site Bounded By King William Street, Cannon Street, Abchurch Lane",Avison Young,ben.hood@avisonyoung.com
6 St Andrew Street London EC4A 3AE,DP9 Ltd,charlotte.allen@dp9.co.uk
6 St Andrew Street London EC4A 3AE,DP9 Ltd,charlotte.allen@dp9.co.uk
"Land Bounded By Fleet Street, Salisbury Court, Salisbury Square, Primrose Hill",Gerald Eve Ltd,ohawe@geraldeve.com
65 Fleet Street London EC4Y 1HT,DP9 Ltd,charlotte.allen@dp9.co.uk
65 Fleet Street London EC4Y 1HT,DP9,charlotte.allen@dp9.co.uk
5 New Street Square London EC4A 3TW,Avison Young,smruti.patel@avisonyoung.com
66,Deloitte LLP,awelby@deloitte.co.uk
Holyer House 20,LOM Architecture And Design,pepit@lom-fdp.com
14 New Bridge Street London EC4V 6AG,Design And Plan Consultants Ltd,info@dapconsultants.co.uk
6 St Andrew Street London EC4A 3AE,Optimus Planning,optimusplanning@outlook.com
1 Knightrider Court London EC4V 5BJ,Rolfe Judd Planning Ltd,benc@rolfe-judd.co.uk
14 New Bridge Street London EC4V 6AG,Design And Plan Consultants Ltd,info@dapconsultants.co.uk
Guildhall Guildhall Yard London EC2V 5AF,Lambert Smith Hampton,fharte@lsh.co.uk
81 Newgate Street London EC1A 7AJ,Montagu Evans LLP,Peter.Bovill@Montagu-Evans.co.uk
Kings House 36,WSP UK Ltd,jamie.albaduignan@wsp.com
20 King Street London EC2V 8EG,AZ Urban Studio,chris@azurbanstudio.co.uk
21 Copthall Avenue London EC2R 7BS,Interlliarch Ltd,murat@i-arch.co.uk
101 Moorgate London EC2M 6SL,Savills,kirsty.turner@savills.com
Finsbury Circus Gardens Finsbury Circus London EC2M 7DT,Tibbalds Planning And Urban Design,james.parrott@tibbalds.co.uk
Albert Buildings 49 Queen Victoria Street London EC4N 4SA,Rolfe Judd Planning,niaj@rolfe-judd.co.uk
Albert Buildings 49 Queen Victoria Street London EC4N 4SA,Rolfe Judd Planning,niaj@rolfe-judd.co.uk
1 Bishopsgate London EC2N 3AQ,A&amp;Q Partnership (London) Ltd,HSBCretail@aqp.co.uk
Cripplegate House 1 Golden Lane London EC1Y 0RR,DP9 Ltd,ted.rainford@dp9.co.uk
Cripplegate House 1 Golden Lane London EC1Y 0RR,DP9,ted.rainford@dp9.co.uk
Stonecutter Court 1 Stonecutter Street London EC4A 4TR,Montagu Evans,Peter.Bovill@Montagu-Evans.co.uk
150 Aldersgate Street 3,Gerald Eve LLP,hhowat@geraldeve.com
15 Old Bailey London EC4M 7EF,Studio Moren Ltd,edwardm@studiomoren.co.uk
100 New Bridge Street London EC4V 6JA,DP9 LTD,carol.bowditch@dp9.co.uk
Central Criminal Court Old Bailey London EC4M 7EH,HOK International Ltd.,helen.molton@hok.com
15 Old Bailey London EC4M 7EF,Studio Moren Ltd,edwardm@studiomoren.co.uk
Central Criminal Court Old Bailey London EC4M 7EH,HOK INTERNATIONAL LTD,helen.molton@hok.com
10 Old Bailey London EC4M 7NG,Rolfe Judd Planning,susank@rolfe-judd.co.uk
38 Chancery Lane London WC2A 1EN,Tatehindle,sarah.brown@tatehindle.co.uk
55 Fleet Street London EC4Y 1JU,Barry Cunningham,colneside@gmail.com
Poultry Market And General Market And The Annexe Buildings West Smithfield London EC1A 9PS,Gerald Eve LLP,asiddiqui@geraldeve.com
100 And 108 Fetter Lane London EC4A 1ES,DP9,jack.playford@dp9.co.uk
187 Fleet Street London EC4A 2HS,Iceni Projects,lnicholson@iceniprojects.com
187 Fleet Street London EC4A 2HS,Iceni Projects,lnicholson@iceniprojects.com
187 Fleet Street London EC4A 2HS,Iceni Projects,lnicholson@iceniprojects.com
187 Fleet Street London EC4A 2HS,Iceni Projects,lnicholson@iceniprojects.com
Giltspur House 5,Daniel Watney LLP,ldavenport@danielwatney.co.uk
147 Leadenhall Street London EC3V 4QT,Gerald Eve Ltd,FPlowden@geraldeve.com
147 Leadenhall Street London EC3V 4QT,Gerald Eve Ltd,FPlowden@geraldeve.com
147 Leadenhall Street London EC3V 4QT,Gerald Eve LLP,mzhu@geraldeve.com
1 Undershaft London EC3A 8EE,DP9 Ltd,louise.overton@dp9.co.uk
St Botolph Without Aldgate Aldgate High Street London EC3N 1AB,Easton Design Office,daniel@eastondesignoffice.com
15,Gerald Eve LLP,teyres@geraldeve.com
122 Minories And 14 Crosswall London EC3N 1NT,Archview,mark@archiview.co.uk
122 Minories And 14 Crosswall London EC3N 1NT,Estreetbrand Ltd,mark@archiview.co.uk
122 Minories And 14 Crosswall London EC3N 1NT,Estreetbrand Ltd,mark@archiview.co.uk
122 Minories And 14 Crosswall London EC3N 1NT,Estreetbrand Ltd,mark@archiview.co.uk
122 Minories And 14 Crosswall London EC3N 1NT,Estreetbrand Ltd,mark@archiview.co.uk
121 Lauderdale Tower Barbican London EC2Y 8BY,Thomson Brothers Ltd,andrew@thomsonbrothers.co.uk
The Baltic Exchange 38 St Mary Axe London EC3A 8EX,SM Planning,info@smplanning.com
The Baltic Exchange 38 St Mary Axe London EC3A 8EX,SM Planning,info@smplanning.com
The Baltic Exchange 38 St Mary Axe London EC3A 8EX,SM Planning,info@smplanning.com
City Tower And City Place House 40,DP9 Limited,mike.moon@dp9.co.uk
City Tower And City Place House 40,DP9 Ltd,mike.moon@dp9.co.uk
Woolgate Exchange 25 Basinghall Street London EC2V 5HA,Gerald Eve LLP,nicolamiller@geraldeve.com
City Place House 55 Basinghall Street London EC2V 5DX,DP9 Ltd,mike.moon@dp9.co.uk
118 Middlesex Street London E1 7HY,Rolfe Judd Planning,markr@rolfe-judd.co.uk
118 Middlesex Street London E1 7HY,Rolfe Judd Planning,susank@rolfe-judd.co.uk
1 Exchange Square London EC2A 2JN,DP9 Ltd,eleanor.hulm@DP9.co.uk
1 Exchange Square London EC2A 2JN,DP9 Ltd,eleanor.hulm@DP9.co.uk
4,DP9 Ltd,michael.worthington@dp9.co.uk
11,DP9 Ltd,elisha.robjant@dp9.co.uk
100 Bishopsgate London EC2N 4AA,Ove Arup And Partners Ltd,Nanayaa.Ampoma@arup.com
1,Quod,emily.harris@quod.com
Liverpool Street Railway Station Liverpool Street London EC2M 7PY,Network Rail Infrastructure Limited,elliot.stamp@networkrail.co.uk
4,Woods Hardwick Planning Ltd,r.murdock@woodshardwick.com
4,Woods Hardwick Planning Ltd,r.murdock@woodshardwick.com
St Paul,Kilburn Nightingale Architects,ELS@KilburnNightingale.com
10 Paternoster Row London EC4M 7EJ,Gerald Eve LLP,ebryson-harris@geraldeve.com
Drapers Hall Throgmorton Avenue London EC2N 2DQ,Purcell,reuben.powell@purcelluk.com
Livery Hall Drapers Hall Throgmorton Avenue London EC2N 2DQ,Purcell,matt.hodgson@purcelluk.com
Winchester House 75 London Wall London EC2M 5NG,DP9 Limited,james.byrne@dp9.co.uk
"Site Bounded By King William Street, Cannon Street, Abchurch Lane",Avison Young,Ben.hood@avisonyoung.com
"Site Bounded By King William Street, Cannon Street,Abchurch Lane",Avison Young,Ben.hood@avisonyoung.com
"Site Bounded By King William Street, Cannon Street, Abchurch Lane",Avison Young,Ben.hood@avisonyoung.com
"Site Bounded By King William Street, Cannon Street, Abchurch Lane",Avison Young,Ben.hood@avisonyoung.com
"Site Bounded By King William Street, Cannon Street,Abchurch Lane",Avison Young,ben.hood@avisonyoung.com
"Land Bounded By Fleet Street, Salisbury Court, Salisbury Square, Primrose Hill",Gerald Eve LLP,snamazie@geraldeve.com
1 Red Lion Court London EC4A 3EB,Daniel Watney LLP,kfreeman@danielwatney.co.uk
59 Fleet Street London EC4Y 1JU,EllEll Architects,ew@ellifarrant.com
Tideway Working Area Blackfriars Bridge Foreshore London Victoria Embankment EC4Y 0DR,Ferrovial Agroman Laing O'Rourke Joint Venture (FLo),c410floconsents@gmail.com
Daniel House And Mersey House,Gerald Eve LLP,MCartwright@geraldeve.com
Tideway Working Area Blackfriars Bridge Foreshore London Victoria Embankment EC4Y 0DR,Ferrovial Agroman Laing O'Rourke Joint Venture (FLo),c410floconsents@gmail.com
Tideway Working Area Blackfriars Bridge Foreshore London Victoria Embankment EC4Y 0DR,Ferrovial Agroman Laing O'Rourke Joint Venture (FLo),c410floconsents@gmail.com
Mersey House And Daniel House 131,Gerald Eve LLP,mcartwright@geraldeve.com
65 Fleet Street London EC4Y 1HT,DP9 Ltd,charlotte.allen@dp9.co.uk
65 Fleet Street London EC4Y 1HT,DP9 Ltd,charlotte.allen@dp9.co.uk
Thavies Inn House 3,Gerald Eve,tobysmith@geraldeve.com
4 Frederick,DP9 Limited,luke.emmerton@dp9.co.uk
5 Frederick,DP9 Limited,luke.emmerton@dp9.co.uk
81 Newgate Street London EC1A 7AJ,Montagu Evans LLP,Peter.Bovill@Montagu-Evans.co.uk
Guildhall Guildhall Yard London EC2V 5AF,Lambert Smith Hampton,FHarte@lsh.co.uk
Atlas House 1,Daniel Watney LLP,nshojaie@danielwatney.co.uk
Atlas House 1,Daniel Watney LLP,nshojaie@danielwatney.co.uk
Dauntsey House 4A,DP9 Ltd,luke.emmerton@dp9.co.uk
Dauntsey House 4A,DP9 Ltd,luke.emmerton@dp9.co.uk
81 Newgate Street London EC1A 7AJ,Montagu Evans LLP,Peter.Bovill@Montagu-Evans.co.uk
Dauntsey House 4A,DP9 Ltd,luke.emmerton@dp9.co.uk
Dauntsey House 4A,DP9 Ltd,luke.emmerton@dp9.co.uk
London Metropolitan University 84 Moorgate London EC2M 6SQ,Broadgrove Planning &amp; Development,ja@broadgrove.co.uk
94 Moorgate London EC2M 6UR,Lewis &amp; Hickey Ltd,carol.leitch@lewishickey.com
94 Moorgate London EC2M 6UR,Lewis &amp; Hickey Ltd,carol.leitch@lewishickey.com
94 Moorgate London EC2M 6UR,Iam Arc Ltd,laura@iam-arc.co.uk
63,DP9 Ltd,harri.aston@dp9.co.uk
94 Moorgate London EC2M 6UR,Iam Arc Ltd,laura@iam-arc.co.uk
94 Moorgate London EC2M 6UR,Iam Arc Ltd,laura@iam-arc.co.uk
94 Moorgate London EC2M 6UR,Lewis And Hickey,carol.leitch@lewishickey.com
88,Lichfields,alison.bembenek@lichfields.uk
13 Bishopsgate London EC2N 3BA,Donald Insall Associates,Jason.Lai@insall-architects.co.uk
2 Royal Exchange Buildings London EC3V 3LF,Geraghty Taylor,karl.taylor@geraghtytaylor.com
Cripplegate House 1 Golden Lane London EC1Y 0RR,DP9 Ltd,james.byrne@dp9.co.uk
Crescent House Golden Lane Estate London EC1Y 0SL,Grade Plannng,ben@gradeplanning.co.uk
Crescent House Golden Lane Estate London EC1Y 0SL,Grade Planning,ben@gradeplanning.co.uk
20 Giltspur Street London EC1A 9DD,DP9 Ltd,amelia.johnson@dp9.co.uk
56 Long Lane London EC1A 9EJ,GLA Architecture And Design Ltd.,g@glaad.co.uk
15 Old Bailey London EC4M 7EF,Studio Moren Ltd,edwardm@studiomoren.co.uk
Livery Hall 39A Bartholomew Close London EC1A 7JN,Hollis,agata.tymon@hollisglobal.com
Cathedral Court 68,Barker Associates (Essex) Limited,MelodySo@barker-associates.co.uk
100 New Bridge Street London EC4V 6JA,DP9 Ltd,carol.bowditch@dp9.co.uk
100 New Bridge Street London EC4V 6JA,DP9 Ltd,carol.bowditch@dp9.co.uk
100 New Bridge Street London EC4V 6JA,DP9 Ltd,carol.bowditch@dp9.co.uk
15 Old Bailey London EC4M 7EF,Studio Moren Ltd,edwardm@studiomoren.co.uk
41 Charterhouse Square London EC1M 6EA,Etchingham Architecture Ltd,mike@etchingham.ltd
56 Long Lane London EC1A 9EJ,GLA Architecture And Design,g@glaad.co.uk
Poultry Market And General Market And The Annexe Buildings West Smithfield London EC1A 9PS,Gerald Eve LLP,asiddiqui@geraldeve.com
Poultry Market And General Market And The Annexe Buildings West Smithfield London EC1A 9PS,Gerald Eve LLP,asiddiqui@geraldeve.com
St Bartholomews Hospital West Smithfield London EC1A 7BE,WSP In The UK,ben.stalham@wsp.com
From Farringdon Street To West Poultry Avenue West Smithfield London EC1A 9NB,Embrace Building Wraps,gary@embracebuildingwraps.co.uk
100 And 108 Fetter Lane London EC4A 1ES,DP9,jack.playford@dp9.co.uk
East Wing St Bartholomews Hospital West Smithfield London EC1A 7BE,WSP In The UK,ben.stalham@wsp.com
St Bartholomews Hospital West Smithfield London EC1A 7BE,Floyd Slaski Architects Ltd,bruce@floydslaski.co.uk
The Cursitor Building 38 Chancery Lane London WC2A 1EN,Tatehindle,sarah.brown@tatehindle.co.uk
5 Chancery Lane London WC2A 1LG,Rapleys LLP,annie.taylor@rapleys.com
Poultry Market And General Market And The Annexe Buildings West Smithfield London EC1A 9PS,Gerald Eve,asiddiqui@geraldeve.com
1 Undershaft London EC3A 8EE,DP9 Ltd,heloise.whiteman@dp9.co.uk
1 Undershaft London EC3A 8EE,DP9 Ltd,heloise.whiteman@dp9.co.uk
1 Undershaft London EC3A 8EE,DP9 Ltd,heloise.whiteman@dp9.co.uk
13,ET Planning,office@etplanning.co.uk
13,ET Planning,office@etplanning.co.uk
122 Minories And 14 Crosswall London EC3N 1NT,Estreetbrand Ltd,mark@archiview.co.uk
6,Turley,alice.young-lee@turley.co.uk
100 Minories London EC3N 1AP,Buchanan Hartley Architects Limited,m.hartley@buchananhartley.co.uk
24,TPM Studio,nw@tpm-studio.co.uk
72,Hispania Restaurants Ltd.,juan.murillo@hispaniarestaurants.com
Selbourne House 11 Ironmonger Lane London EC2V 8EY,Peldon Rose Ltd,david.barnardo@peldonrose.com
Princes Court 7 Prince,Gerald Eve LLP,amehdi@geraldeve.com
The Mansion House Mansion House Street London EC4N 8BH,Matthew Lloyd Architects,mail@matthewlloyd.co.uk
The Baltic Exchange 38 St Mary Axe London EC3A 8EX,SM Planning,info@smplanning.com
The Baltic Exchange 38 St Mary Axe London EC3A 8EX,SM Planning,info@smplanning.com
5 Lloyd,Bidwells LLP,jonathan.phillips@bidwells.co.uk
52 Lime Street London EC3M 7AF,CBRE Ltd,katrina.corrigan@cbre.com
10,DP9 Ltd,esme.omeara@dp9.co.uk
10,DP9 Ltd,esme.omeara@dp9.co.uk
71 Fenchurch Street London EC3M 4BR,ROK Planning,matthew.roe@rokplanning.co.uk
Alban Gate 125,Gerald Eve LLP,sking@geraldeve.com
Alban Gate 125,Gerald Eve LLP,sking@geraldeve.com
Alban Gate 125,Gerald Eve LLP,sking@geraldeve.com
City Place House 55 Basinghall Street London EC2V 5DX,DP9,mike.moon@dp9.co.uk
Alban Gate 125,Gerald Eve LLP,sking@geraldeve.com
Woolgate Exchange 25 Basinghall Street London EC2V 5HA,Gerald Eve LLP,nicolamiller@geraldeve.com
5,Dominus,Craig.Slack@dominus.co.uk
5,Dominus,Craig.Slack@dominus.co.uk
5,DP9 Ltd,theo.barker@dp9.co.uk
5,DP9 Ltd,theo.barker@dp9.co.uk
1,DP9 Ltd,theo.barker@dp9.co.uk
Pavement Outside 35 Fenchurch Street London EC3M 3BD,DPV Consult,davidphillips@dpvconsult.co.uk
Pavement Outside 35 Fenchurch Street London EC3M 3BD,DPV Consult,davidphillips@dpvconsult.co.uk
7 Devonshire Square London EC2M 4YH,DP9 Limited,heloise.whiteman@dp9.co.uk
Brushfield House 12 Brushfield Street London E1 6AN,Firstplan,cjones@firstplan.co.uk
4,DP9,michael.worthington@dp9.co.uk
1,London Borough of Tower Hamlets,catarina.cheung@towerhamlets.gov.uk
1 Exchange Square London EC2A 2JN,DP9,eleanor.hulm@DP9.co.uk
1,DP9 Ltd,zoe.smythe@dp9.co.uk
1,DP9 Ltd,zoe.smythe@dp9.co.uk
Old Change House 128 Queen Victoria Street London EC4V 4BJ,Left City,sd@leftcity.org
16 Eastcheap London EC3M 1BD,Harper Signs,jamie@harpersigns.co.uk
16 Eastcheap London EC3M 1BD,Firstplan,mshearman@firstplan.co.uk
Monument House 18 King William Street London EC4N 7BP,Pegasus Group,Fiona.Campbell@pegasusgroup.co.uk
"Site Bounded By King William Street, Cannon Street,Abchurch Lane",Avison Young,alex.barker@avisonyoung.com
Faraday Building 136,4 CAD Services,timwoodall@live.co.uk
Kildare House 3 Dorset Rise London EC4Y 8EN,Turley,taylor.cherrett@turley.co.uk
"Land Bounded By Fleet Street, Salisbury Court, Salisbury Square, Primrose Hill",Gerald Eve,ohawe@geraldeve.com
2,Gerald Eve,ohawe@geraldeve.com
Hamilton House 1 Temple Avenue London EC4Y 0HA,Turley,jordan.bishop@turley.co.uk
Hamilton House 1 Temple Avenue London EC4Y 0HA,Turley,jordan.bishop@turley.co.uk
81 Newgate Street London EC1A 7AJ,Montagu Evans LLP,Peter.Bovill@Montagu-Evans.co.uk
101 Cheapside London EC2V 6DT,Drew Taylor,drew@deployprojectservices.com
4 Frederick,DP9 Ltd,luke.emmerton@dp9.co.uk
St Martins House 16 St Martin,Rolfe Judd Planning,benc@rolfe-judd.co.uk
St Martins House 16 St Martin,Rolfe Judd Planning,benc@rolfe-judd.co.uk
St Martins House 16 St Martin,Rolfe Judd Planning Ltd,benc@rolfe-judd.co.uk
St Martins House 16 St Martin,Rolfe Judd Planning Ltd,benc@rolfe-judd.co.uk
31,Cobalt,iainhope1@mac.com
Chartered Accountants Hall Moorgate Place London EC2R 6EA,Donald Insall Associates,jeremy.trotter@insall-architects.co.uk
Chartered Accountants Hall Moorgate Place London EC2R 6EA,Donald Insall Associates,jeremy.trotter@insall-architects.co.uk
Basildon House 7,Left City,sd@leftcity.org
Basildon House 7,Left City,sd@leftcity.org
101 Moorgate London EC2M 6SA,Savills,amreen.kausar@savills.com
London Metropolitan University 84 Moorgate London EC2M 6SQ,Broadgrove Planning &amp; Development,ja@broadgrove.co.uk
Hotel The Whitbread Brewery 52 Chiswell Street London EC1Y 4SA,DP9,alasdair.buckle@dp9.co.uk
Hotel The Whitbread Brewery 52 Chiswell Street London EC1Y 4SA,DP9,alasdair.buckle@dp9.co.uk
Basildon House 7,Left City,sd@leftcity.org
222 Ben Jonson House Barbican London EC2Y 8DL,Thomson Brothers London Limited,admin@thomsonbrothers.co.uk
3 Wallside Barbican London EC2Y 8BH,KSA Property,kevin@ksaproperty.co.uk
20 Giltspur Street London EC1A 9DD,DP9 Limited,amelia.johnson@dp9.co.uk
Stonecutter Court 1 Stonecutter Street London EC4A 4TR,Montagu Evans LLP,Peter.Bovill@Montagu-Evans.co.uk
Central Criminal Court Old Bailey London EC4M 7EH,Hok International Ltd,helen.molton@hok.com
Building Structure 14,DP9 Limited,zoe.smythe@dp9.co.uk
St Paul,Brunel Planning,roryjoyce@brunelplanning.co.uk
3,Gerald Eve LLP,hhowat@geraldeve.com
Retail Unit 1 10 Fleet Place London,Rolfe Judd Planning Ltd,oliverc@rolfe-judd.co.uk
First Floor Flat 42 Charterhouse Square London EC1M 6EA,Tobi Jaekle Architect,tobi@elementalarchitecture.co.uk
11 Pilgrim Street London EC4V 6RN,Gerald Eve LLP,emounsey@geraldeve.com
Ye Olde London Public House 42 Ludgate Hill London EC4M 7DE,Ashleigh Signs,gshepley@ashleigh.co.uk
43 Bartholomew Close London EC1A 7HN,Schindler,stephen.barker@schindler.com
West Wing St Bartholomews Hospital West Smithfield London,WSP In The UK,ben.stalham@wsp.com
Kings College Maughan Library Chancery Lane London WC2A 1LR,JacksonBCS Limited,mike.jackson@jacksonbcs.uk
West Wing St Bartholomews Hospital West Smithfield London EC1A 7BE,WSP In The UK,ben.stalham@wsp.com
Second Floor South New Court Middle Temple London EC4Y 9BE,Middle Temple,w.kervick@middletemple.org.uk
East Wing St Bartholomews Hospital West Smithfield London EC1A 7BE,WSP In The UK,ben.stalham@wsp.com
5 Chancery Lane London WC2A 1LG,Rapleys LLP,annie.taylor@rapleys.com
37 Fleet Street London EC4Y 1BT,ADAM Architecture,gemma.mankelow@adamarchitecture.com
Poultry Market And General Market And The Annexe Buildings West Smithfield London EC1A 9PS,Gerald Eve LLP,asiddiqui@geraldeve.com
311 High Holborn London WC1V 7BN,Pegasus Group,James.Tullett@pegasusgroup.co.uk
Snow Hill Police Station 5 Snow Hill London EC1A 2DP,Daniel Watney LLP,ldavenport@danielwatney.co.uk
Snow Hill Police Station 5 Snow Hill London EC1A 2DP,Daniel Watney LLP,ldavenport@danielwatney.co.uk
130 Fenchurch Street London EC3M 5DJ,DP9 Ltd,liam.lawsonjones@dp9.co.uk
150,Town Planning Bureau,info@tpbureau.co.uk
17,Nothing Is Not Nothing,ruben@nothingisnotnothing.com
XL House 70 Gracechurch Street London EC3V 0HR,DP9 Ltd,oscar.mansfieldjones@dp9.co.uk
43,Coles Conservation Architects Ltd.,andrew@colesconservationarchitects.co.uk
1 Leadenhall Street London EC3V 1AB,DP9,jack.playford@dp9.co.uk
1 Undershaft London EC3A 8EE,DP9 Limited,heloise.whiteman@dp9.co.uk
9 Aldgate High Street London EC3N 1AH,Union4 Planning,tanya.kozak@union4.co.uk
Pavement Outside East Side of Aldgate House 33 Aldgate High Street London EC3N 1AH,DPV Consult,davidphillips@dpvconsult.co.uk
Pavement Outside East Side of Aldgate House 33 Aldgate High Street London EC3N 1AH,DPV Consult,davidphillips@dpvconsult.co.uk
Millennium Bridge House 2 Lambeth Hill London EC4V 4AG,Gerald Eve LLP,hhowat@geraldeve.com
Millennium Bridge House 2 Lambeth Hill London EC4V 4AG,Monmouth Planning Limited,dzaire@monmouthplanning.co.uk
47,DP9,jack.playford@dp9.co.uk
122 Minories And 14 Crosswall London EC3N 1NT,Estreetbrand Ltd,mark@archiview.co.uk
"Site Bounded By Fenchurch Street, Mark Lane, Dunster Court And Mincing Lane London EC3M 3JY",Gerald Eve LLP,EMounsey@geraldeve.com
65 Crutched Friars London EC3N 2AE,Dominus,ed.law@dominus.co.uk
Royal Mint Court London EC3N 4QN,London Borough of Tower Hamlets,Ronan.Murray@towerhamlets.gov.uk
Royal Mint Court London EC3N 4QN,London Borough of Tower Hamlets,Ronan.Murray@towerhamlets.gov.uk
Friary Court 65 Crutched Friars London EC3N 2AE,DP9,emma.hardy@dp9.co.uk
"Site Bounded By Fenchurch Street, Mark Lane, Dunster Court And Mincing Lane London EC3M 3JY",Gerald Eve LLP,sthomson@geraldeve.com
1 America Square London EC3N 2LS,Zentura Ltd,trenton.pittock@zenturaworkspace.co.uk
"Land Bound By Fenchurch Street, Mark Lane, Dunster Court And Mincing Lane London EC3M 3JY",Gerald Eve LLP,sthomson@geraldeve.com
The Mansion House Mansion House Street London EC4N 8BH,Turley,harry.best-shaw@turley.co.uk
Princes Court 7 Prince,Gerald Eve LLP,amehdi@geraldeve.com
60 Threadneedle Street London EC2R 8HP,Rolfe Judd Planning,benc@rolfe-judd.co.uk
